,epoch,Training Loss,Valid. Loss,Valid. Accur.,Training Time,Validation Time
0,1,0.52755206823349,0.4686162161330382,0.8180852521929824,0:00:52,0:00:03
1,2,0.3746946322980351,0.43793553362290066,0.8163377192982456,0:00:52,0:00:03
