,epoch,Training Loss,Valid. Loss,Valid. Accur.,Training Time,Validation Time
0,1,0.7224478734101301,0.7134896827240785,0.42410224780701755,0:00:28,0:00:02
1,2,0.6920647633637433,0.6837763339281082,0.5758977521929824,0:00:28,0:00:02
